id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
25065649,HOMEnFUN Casa en Es Mercadal,57935558,HOMEnFUN,,Es Mercadal,39.98841,4.09407,Entire home/apt,60,1,3,2019-08-17,0.26,7,0
25071375,"Suite/apto(independiente)+ terraza con baño, Mahon",23481098,Jesus,,Mahón,39.88611,4.26951,Entire home/apt,50,4,15,2019-09-21,0.68,1,222
25073016,Apartamento a 200m de la playa,189545713,Francisco,,Ciutadella de Menorca,40.00472,3.81464,Entire home/apt,15,7,10,2020-02-05,0.46,1,22
25077907,Architecturally designed with unbeatable views,189577795,Acantilado Beach House,,Alaior,39.87002,4.13363,Entire home/apt,175,5,38,2019-12-08,1.69,1,272
25090042,Casa con garaje en Ciutadella de Menorca,27270648,David,,Ciutadella de Menorca,40.00331,3.84225,Entire home/apt,75,6,11,2019-09-10,0.51,1,237
25092451,F120. Tus Vacaciones en casa junto al Mar,120501950,Daniel,,Es Mercadal,40.05609,4.13139,Entire home/apt,90,3,15,2019-10-26,0.68,1,149
25102969,With roof terrace and pool - Villa Brisa,184599578,Bookiply,,Alaior,39.91009,4.06916,Entire home/apt,150,1,2,2019-09-26,0.19,17,365
25115351,"""ES BANYER""       ET1548ME",182049358,Siscu,,Alaior,39.93327,4.1412,Entire home/apt,75,4,27,2020-01-06,1.17,2,304
25119012,Playa 1,19841441,Sun,,Es Mercadal,40.04485,4.112,Hotel room,50,5,4,2018-09-26,0.17,5,0
25138219,"Apartamento Can Costa
Cap d’Artrutx
Ciutadella",189977783,Javier,,Ciutadella de Menorca,39.92802,3.82319,Entire home/apt,60,5,10,2019-09-13,0.44,1,168
25152635,"Catalunya Casas: Villa Tina up to 6 guests, within walking distance to the beach",65726695,CatalunyaCasas,,Sant Lluís,39.82446,4.23381,Entire home/apt,168,7,0,,,15,152
25174903,Villa Alberto,74784446,Paul,,Sant Lluís,39.83793,4.29872,Entire home/apt,115,7,1,2019-08-06,0.11,1,293
25180933,Near the beach with roof terrace and pool - Villa Leida,184599578,Bookiply,,Ciutadella de Menorca,39.96776,3.83475,Entire home/apt,100,1,2,2019-06-21,0.18,17,340
25183331,Vacaciones ? apartamento a escasos metros del Mar,190283662,Jordi,,Ciutadella de Menorca,40.00304,3.79988,Entire home/apt,59,1,19,2020-03-02,0.81,2,164
25218833,Vacaciones ?tranquilo apartamento cerca del  mar,190283662,Jordi,,Ciutadella de Menorca,40.00244,3.8011,Entire home/apt,59,1,20,2019-09-20,0.87,2,358
25241388,Villa en primera linea de mar cerca de Binibeca,111615946,Javier,,Sant Lluís,39.81505,4.24913,Entire home/apt,485,4,4,2019-08-06,0.18,1,128
25244860,Playa 2,19841441,Sun,,Es Mercadal,40.04665,4.10959,Hotel room,50,5,6,2018-09-26,0.26,5,0
25244928,Newly refurbished outside area with private pool,190731448,Ben,,Alaior,39.87888,4.13544,Entire home/apt,184,5,4,2019-09-09,0.18,1,298
25247330,"Catalunya Casas: Villa del Mar in the heart of Minorca, just 9 km to the beach!",65726695,CatalunyaCasas,,Mahón,39.86944,4.18183,Entire home/apt,168,7,0,,,15,0
25247343,"Villa near the sea, private pool, wifi",190745080,Antonio,,Ciutadella de Menorca,39.9269,3.8229,Entire home/apt,110,7,0,,,2,174
25251230,Lola,49599016,Chantal,,Ferreries,39.96212,3.99323,Private room,98,4,9,2019-09-05,0.43,5,306
25290633,"1 - B&B à Minorque ""2 personnes"" (adults only)",122156940,Marc,,Alaior,39.93252,4.13988,Private room,90,3,17,2019-10-20,0.77,3,116
25309242,Habitación en Es Castell,168520196,Pilar,,Es Castell,39.88091,4.2937,Private room,40,2,31,2019-11-03,1.37,1,171
25309687,2 - B&B à Minorque « 2 personnes » (adults only),122156940,Marc,,Alaior,39.9332,4.1396,Private room,90,3,24,2019-10-24,1.07,3,117
25310380,3 - B&B à Minorque « 2/3 personnes » (adults only),122156940,Marc,,Alaior,39.93369,4.14121,Private room,120,3,14,2019-10-11,0.64,3,113
25367086,Modern villa with pool and barbecue - Villa Xipell,184599578,Bookiply,,Ciutadella de Menorca,39.97923,3.84452,Entire home/apt,203,1,0,,,17,358
25369213,Apartamento Green Park Village Son Parc 3 piscinas,165997380,Carlos,,Es Mercadal,40.02287,4.16517,Entire home/apt,70,7,8,2019-12-31,0.40,2,311
25389022,XALET AMB SITUACIÓ PRIVILEGIADA DAVANT LA MAR.,141369279,Victor,,Ciutadella de Menorca,40.00909,3.79708,Entire home/apt,275,3,1,2019-06-28,0.10,1,363
25390183,Villa independiente con piscina cerca del mar,191679955,Joan,,Ciutadella de Menorca,39.92517,3.82642,Entire home/apt,129,2,22,2019-11-24,1.02,2,161
25416278,APARTAMENTOS BLUEBEACH MENORCA 3,56481250,Apartamentos,,Ciutadella de Menorca,40.00779,3.80715,Entire home/apt,90,5,10,2019-09-17,0.45,12,334
25419467,Acogedor Apartamento en Ubicación Céntrica,191889268,Eva,,Ciutadella de Menorca,39.99624,3.83862,Entire home/apt,67,3,16,2019-09-13,0.71,1,51
25440563,Villa en la playa de Ciutadella con piscina,157248245,Ivan,,Ciutadella de Menorca,39.99324,3.83187,Entire home/apt,95,6,8,2019-10-11,0.36,11,140
25463127,Casa Cala Llonga 350,91944852,German,,Mahón,39.89067,4.3003,Entire home/apt,150,7,3,2019-07-25,0.14,1,128
25465522,Beautiful renovated villa with faboulous seaviews.,139581732,Clarice,,Sant Lluís,39.82156,4.23325,Entire home/apt,680,5,3,2019-09-01,0.14,4,326
25465836,Arenal Jardín 55-1 - Arenal den Castell,13024728,Menorca Habitat,,Es Mercadal,40.02113,4.18155,Entire home/apt,115,7,10,2019-10-19,0.45,31,0
25466876,Arenal Jardín 55-3 - Arenal den Castell,13024728,Menorca Habitat,,Es Mercadal,40.02151,4.17998,Entire home/apt,115,7,5,2019-09-16,0.25,31,0
25467422,Modern apartment in complex with pool - Girasols Gardens Sup,184599578,Bookiply,,Alaior,39.90588,4.06787,Entire home/apt,32,1,5,2019-10-03,0.26,17,340
25474518,Playa 3,19841441,Sun,,Es Mercadal,40.0474,4.1109,Hotel room,50,5,2,2018-09-22,0.09,5,0
25496890,Playa 4,19841441,Sun,,Es Mercadal,40.04742,4.10873,Hotel room,50,5,4,2018-09-23,0.17,5,0
25498390,Arenal Jardín 56-1 - Arenal den Castell,13024728,Menorca Habitat,,Es Mercadal,40.02059,4.18193,Entire home/apt,115,7,1,2019-07-29,0.11,31,0
25504449,Apartamentos Ciutadella - 2 habit. con terraza.,192467369,Daniel,,Ciutadella de Menorca,39.96543,3.83728,Entire home/apt,50,2,22,2019-10-03,1.00,9,270
25504811,Apartamentos Ciutadella - 1 habit. con terraza.,192467369,Daniel,,Ciutadella de Menorca,39.96672,3.83758,Entire home/apt,40,1,13,2020-03-20,0.60,9,270
25505054,Apartamentos Ciutadella - 1 habit. con terraza.,192467369,Daniel,,Ciutadella de Menorca,39.96713,3.83619,Entire home/apt,40,1,12,2019-10-29,0.54,9,270
25507242,GREAT APARTMENT IN SANT TOMAS 1 MIN TO THE BEACH,192486181,Mariona,,Es Migjorn Gran,39.91579,4.03711,Entire home/apt,200,7,9,2019-09-18,0.46,3,125
25526055,Damajuana Menorca Rural,49599016,Chantal,,Ferreries,39.96327,3.9934,Entire home/apt,520,7,0,,,5,285
25737726,"Primera linea, soleado, reformado",124972,Luisa,,Es Mercadal,40.04782,4.10851,Entire home/apt,64,6,22,2020-04-09,0.96,2,259
25790203,Great Villa for 10 near to Ciutadella,193819714,Ara,,Ciutadella de Menorca,40.0039,3.80631,Entire home/apt,150,7,15,2019-09-18,0.70,1,184
25804945,Villa Mónica,193243276,Isabel,,Ciutadella de Menorca,39.93187,3.82487,Entire home/apt,175,5,19,2019-08-03,0.84,1,178
25832837,Villa con piscina en cerca el mar para 6 personas,12482359,Chic Renting,,Ciutadella de Menorca,39.93318,3.82719,Entire home/apt,150,7,5,2019-07-24,0.24,17,320
25837294,Apartamento Arenal d'en Castell,194131413,Agustin,,Es Mercadal,40.02173,4.17798,Entire home/apt,75,5,7,2019-08-28,0.34,1,240
25840102,Casa con piscina privada centro Ciudadela 6 pers.,75268403,Francesc,,Ciutadella de Menorca,39.99665,3.83162,Entire home/apt,120,2,43,2020-03-01,1.93,3,97
25846276,Villa Gaviota,105711740,3Villas Menorca,,Mahón,39.89231,4.29514,Entire home/apt,500,7,29,2019-10-29,1.29,97,280
25891357,Bonito apartamento cerca de la playa,32769560,Ruben,,Es Mercadal,40.02114,4.17923,Entire home/apt,150,6,6,2019-09-16,0.64,1,332
25895424,"Villa Leon - private pool, free AC&Wifi",105711740,3Villas Menorca,,Ciutadella de Menorca,39.93038,3.82388,Entire home/apt,500,7,4,2019-08-28,0.19,97,152
25900829,Apartamento con vistas al mar Bini Galla,4953838,Alejandro,,Alaior,39.90401,4.07595,Entire home/apt,175,4,0,,,1,89
25901265,"Private Fenced Pool, 300m Beach, Car No Required",190745080,Antonio,,Ciutadella de Menorca,39.97107,3.8341,Entire home/apt,50,7,3,2019-08-11,0.30,2,1
25924450,"Catalunya Casas: Villa Nuva for 6 guests, just 6 km to Menorca beaches!",65726695,CatalunyaCasas,,Mahón,39.87134,4.185,Entire home/apt,162,7,0,,,15,91
25955125,"Catalunya Casas: Villa Rosa up to 8 guests, just 1.3 km to Menorca beaches!",65726695,CatalunyaCasas,,Es Mercadal,40.02645,4.16422,Entire home/apt,151,7,1,2018-08-22,0.05,15,147
25960489,APARTAMENTO EN SON BOU   MENORCA,195115521,Maria,,Alaior,39.90607,4.07095,Entire home/apt,50,7,3,2020-01-24,0.29,1,195
26019157,chalet privado con piscina,194852066,Juan,,Ciutadella de Menorca,40.00406,3.80886,Entire home/apt,310,5,3,2019-08-19,0.15,1,318
26059789,"Habitación para 2 personas , baño incluido",195843304,Alexander,,Ciutadella de Menorca,39.99813,3.82244,Private room,60,1,10,2018-09-15,0.45,1,0
26065326,Bungalow (14)Binisafua playa frente Es Calo Blanc,194715685,Zurbano 111,,Sant Lluís,39.82966,4.21245,Entire home/apt,60,4,14,2019-09-15,0.62,4,128
26072477,Oasis Menorca,140713124,Marion,,Sant Lluís,39.85175,4.25638,Entire home/apt,110,5,6,2019-07-26,0.27,1,354
26116183,Casa con vistas al mar en urbanización exclusiva,194932212,Ana,,Sant Lluís,39.82886,4.22739,Entire home/apt,400,3,0,,,1,0
26145745,Menorca BELLVIURE,101497420,MauterVillas,,Ciutadella de Menorca,39.92977,3.8241,Entire home/apt,207,1,2,2019-05-30,0.10,46,116
26146358,Peaceful Mansion in Es Mercadal with Private Pool,122175936,Laura - BELVILLA,,Es Mercadal,39.9885,4.09258,Entire home/apt,222,1,0,,,4,365
26150523,Apartment in a well-maintained complex with pool - Girasol Garden Superior 2,184599578,Bookiply,,Alaior,39.90438,4.06986,Entire home/apt,32,1,6,2019-10-13,0.28,17,301
26152612,With fantastic sea views near the beach - Villa Loes,184599578,Bookiply,,Alaior,39.90424,4.07248,Entire home/apt,48,1,3,2019-09-14,0.29,17,351
26153537,Comfy 3 bedrooms apartment 1 minute to the beach,192486181,Mariona,,Es Migjorn Gran,39.91509,4.03665,Entire home/apt,200,7,4,2019-08-30,0.20,3,156
26158167,Luxurious Mansion in Es Mercadal with Private Pool,122175936,Laura - BELVILLA,,Es Mercadal,39.98892,4.11844,Entire home/apt,222,1,0,,,4,365
26160262,Holiday home with private swimming pool in the tranquility and nature of Menorca,122175936,Laura - BELVILLA,,Es Mercadal,39.98724,4.12016,Entire home/apt,222,1,0,,,4,365
26177905,Villa con piscina delante mar y playa con A/C,12482359,Chic Renting,,Ciutadella de Menorca,39.97583,3.83402,Entire home/apt,150,6,2,2018-09-03,0.10,17,99
26213859,Casa Flora,197012859,Javier,,Ciutadella de Menorca,40.00216,3.83783,Entire home/apt,200,4,0,,,1,0
26242980,"Fantastic loft just over the beach, Menorca",124714392,Marta,,Es Mercadal,40.02228,4.17968,Entire home/apt,60,5,13,2019-10-20,0.58,5,337
26247244,Binirubi,14113470,Solmar Villas,,Mahón,39.83816,4.19355,Entire home/apt,271,7,0,,,93,105
26247763,Casa Adriana,14113470,Solmar Villas,,Ciutadella de Menorca,39.93211,3.82226,Entire home/apt,226,7,1,2019-09-06,0.13,93,61
26247831,Casa Bonita,14113470,Solmar Villas,,Alaior,39.90236,4.07606,Entire home/apt,286,7,0,,,93,93
26268800,Casa Maria,14113470,Solmar Villas,,Ferreries,39.94011,3.96263,Entire home/apt,291,7,0,,,93,95
26268851,Casa Nova,14113470,Solmar Villas,,Sant Lluís,39.82637,4.23267,Entire home/apt,252,7,1,2019-04-26,0.08,93,113
26268854,Casa Olives,14113470,Solmar Villas,,Ferreries,39.93678,3.96318,Entire home/apt,340,7,0,,,93,58
26268949,Casa Tortuga,14113470,Solmar Villas,,Sant Lluís,39.82263,4.24637,Entire home/apt,269,7,0,,,93,56
26269046,Las Petunias,14113470,Solmar Villas,,Ciutadella de Menorca,40.00684,3.80973,Entire home/apt,326,7,1,2019-06-07,0.09,93,8
26269256,Villa Alana,14113470,Solmar Villas,,Es Mercadal,40.02519,4.18919,Entire home/apt,244,7,0,,,93,127
26269405,Villa Anabel,14113470,Solmar Villas,,Es Mercadal,40.02524,4.18968,Entire home/apt,253,7,0,,,93,156
26269781,Villa Bella,14113470,Solmar Villas,,Ferreries,39.93518,3.96289,Entire home/apt,307,7,0,,,93,98
26269799,Villa Bella Vista,14113470,Solmar Villas,,Alaior,39.90455,4.07527,Entire home/apt,314,7,0,,,93,99
26314586,Bini Saret,14113470,Solmar Villas,,Ciutadella de Menorca,39.96615,3.8354,Entire home/apt,218,7,2,2019-04-27,0.11,93,85
26314930,Villa Binife,14113470,Solmar Villas,,Alaior,39.93015,4.14502,Entire home/apt,401,7,0,,,93,72
26315357,Villa Eclipse,14113470,Solmar Villas,,Sant Lluís,39.82269,4.23853,Entire home/apt,343,7,2,2019-05-08,0.10,93,117
26315492,Villa Esmeralda Sol,14113470,Solmar Villas,,Ciutadella de Menorca,39.99958,3.79573,Entire home/apt,425,7,0,,,93,71
26315572,Villa Fantasia,14113470,Solmar Villas,,Sant Lluís,39.81593,4.27923,Entire home/apt,253,7,0,,,93,114
26316019,Villa Isla,14113470,Solmar Villas,,Alaior,39.90674,4.07233,Entire home/apt,276,7,0,,,93,99
26316166,Villa Jessela,14113470,Solmar Villas,,Sant Lluís,39.81818,4.28041,Entire home/apt,268,7,1,2019-07-05,0.10,93,91
26316367,Villa Mar Azul,14113470,Solmar Villas,,Es Mercadal,40.02016,4.182,Entire home/apt,259,7,0,,,93,103
26316429,Villa Maribel,14113470,Solmar Villas,,Sant Lluís,39.8195,4.23337,Entire home/apt,321,7,0,,,93,106
26316447,Villa Marigold,14113470,Solmar Villas,,Sant Lluís,39.81937,4.24359,Entire home/apt,309,7,0,,,93,130
26316601,Villa Mascaro,14113470,Solmar Villas,,Ferreries,39.93516,3.96106,Entire home/apt,365,7,2,2019-10-26,0.11,93,85
26316900,Villa Monty,14113470,Solmar Villas,,Es Mercadal,40.01839,4.16705,Entire home/apt,240,7,0,,,93,110
26317397,Villa Pepita,14113470,Solmar Villas,,Sant Lluís,39.81981,4.23691,Entire home/apt,372,7,1,2019-05-18,0.09,93,71
26318112,Villa Rose,14113470,Solmar Villas,,Sant Lluís,39.82648,4.23295,Entire home/apt,221,7,0,,,93,112
26318234,Villa Santa Cruz,14113470,Solmar Villas,,Alaior,39.90304,4.07594,Entire home/apt,333,7,0,,,93,47
26318272,Villa Satalaia,14113470,Solmar Villas,,Sant Lluís,39.81653,4.25144,Entire home/apt,347,7,0,,,93,107
26318503,Villa Sofia,14113470,Solmar Villas,,Ciutadella de Menorca,40.00089,3.80123,Entire home/apt,260,7,1,2019-04-19,0.08,93,128
26318535,Villa Sol De Flandes,14113470,Solmar Villas,,Sant Lluís,39.81635,4.27723,Entire home/apt,326,7,0,,,93,142
26318807,Villa Tamarells,14113470,Solmar Villas,,Sant Lluís,39.81198,4.26345,Entire home/apt,255,7,0,,,93,99
26318870,Villa Tin Dos,14113470,Solmar Villas,,Es Mercadal,40.01407,4.18799,Entire home/apt,297,7,0,,,93,85
26318906,Villa Tin Tres,14113470,Solmar Villas,,Es Mercadal,40.01347,4.18732,Entire home/apt,292,7,0,,,93,85
26318938,Villa Tin Uno,14113470,Solmar Villas,,Es Mercadal,40.0153,4.18782,Entire home/apt,288,7,1,2019-05-03,0.08,93,85
26319077,Villa Truvi,14113470,Solmar Villas,,Ferreries,39.93778,3.96541,Entire home/apt,314,7,1,2019-05-02,0.08,93,68
26319102,Villa Turquesa Mar,14113470,Solmar Villas,,Ciutadella de Menorca,40.00044,3.7966,Entire home/apt,453,7,1,2018-10-20,0.05,93,84
26319145,Villa Ullastres,14113470,Solmar Villas,,Sant Lluís,39.81348,4.26526,Entire home/apt,313,7,0,,,93,86
26346961,Acogedora casa familiar en zona residencial en Maó,48083003,Ana,,Mahón,39.88064,4.25431,Entire home/apt,140,5,0,,,1,321
26378328,PUNTA PRIMA - 4 bedroom villa near beach - MG7,99999388,Menorca,,Sant Lluís,39.81323,4.28004,Entire home/apt,184,7,2,2019-08-06,0.21,4,364
26381751,Amazing villa with swimming-pool,142946500,"Loic, Estelle & Co",,Sant Lluís,39.82559,4.20939,Entire home/apt,191,4,2,2019-08-08,0.20,6,363
26388942,Se alquila autocaravana al lado del mar,58742949,Alex,,Ciutadella de Menorca,39.97811,3.83459,Entire home/apt,60,5,0,,,1,179
26403874,Arenal Jardín 49-1 - Arenal den Castell,13024728,Menorca Habitat,,Es Mercadal,40.01926,4.18323,Entire home/apt,115,7,2,2019-09-14,0.20,31,0
26404423,Villa Llevant Galdana,13024728,Menorca Habitat,,Ferreries,39.93477,3.96014,Entire home/apt,115,7,5,2019-10-24,0.43,31,0
26406794,Chalet con piscina privada en Ciutadella,139605258,Neus,,Ciutadella de Menorca,39.98405,3.84146,Entire home/apt,475,4,5,2019-08-18,0.24,2,143
26446602,Chalet con fantásticas vistas al mar.,34431676,"Lorena, Jordi, Pol, Neil I Blai",,Ciutadella de Menorca,39.97364,3.83044,Entire home/apt,125,6,9,2019-09-28,0.43,1,300
26518123,Sofia,49599016,Chantal,,Ferreries,39.96401,3.993,Private room,98,4,11,2019-09-06,0.51,5,301
26520073,Anna,49599016,Chantal,,Ferreries,39.9657,3.99809,Private room,85,4,19,2019-09-23,0.88,5,287
26562426,Apartamentos Ciutadella - 2 habit. con terraza.,192467369,Daniel,,Ciutadella de Menorca,39.9659,3.83544,Entire home/apt,50,2,21,2020-03-25,0.96,9,270
26563384,Apartamentos Ciutadella - 1 habit. con terraza.,192467369,Daniel,,Ciutadella de Menorca,39.9672,3.83731,Entire home/apt,40,1,24,2020-03-20,1.10,9,270
26592846,Beautiful 4 bedrooms house with stunning sea view,15221729,Nathalie,,Ciutadella de Menorca,39.99853,3.81077,Entire home/apt,290,4,15,2019-09-29,0.71,1,274
26629628,Holiday resort with pool near the beach - Son Bou Gardens,184599578,Bookiply,,Alaior,39.90623,4.06953,Entire home/apt,28,1,6,2019-10-05,0.32,17,346
26629653,Family-friendly villa with pool - Villa Sud,184599578,Bookiply,,Alaior,39.90661,4.06952,Entire home/apt,49,1,3,2019-09-07,0.27,17,359
26629689,Family-friendly holiday home with sea view - Villa Est,184599578,Bookiply,,Alaior,39.90521,4.06894,Entire home/apt,43,1,2,2019-06-19,0.17,17,360
26678681,"Acogedor piso, terraza privada, casco antiguo Maó",179579145,Nicole,,Mahón,39.88695,4.26627,Entire home/apt,130,3,2,2019-07-18,0.10,1,364
26697478,"Apartamento al lado de la playa, con piscina",130046299,Keith,,Ciutadella de Menorca,39.98315,3.83295,Entire home/apt,99,5,1,2019-10-06,0.14,1,308
26748806,Apartamentos Ciutadella - 1 habit. con terraza.,192467369,Daniel,,Ciutadella de Menorca,39.96553,3.83595,Entire home/apt,40,1,7,2019-09-30,0.33,9,270
26763234,Charming Casa 4 Vientos,105711740,3Villas Menorca,,Mahón,39.89176,4.25367,Entire home/apt,350,7,5,2019-09-18,0.23,97,0
26780813,Ferienwohnung Casa Dieter in Cala Galdana,201376175,Angela,,Ferreries,39.93833,3.96479,Private room,80,7,0,,,3,239
26827290,Villa Aguasol,14113470,Solmar Villas,,Ciutadella de Menorca,40.00035,3.80051,Entire home/apt,231,7,1,2019-05-24,0.09,93,134
26827372,Villa Fuegosol,14113470,Solmar Villas,,Ciutadella de Menorca,40.00217,3.80114,Entire home/apt,242,7,0,,,93,112
26828205,Villa Miel,14113470,Solmar Villas,,Ciutadella de Menorca,39.933,3.82714,Entire home/apt,203,7,0,,,93,120
26842405,Apartamento en ciudadela de Menorca,134052077,David,,Ciutadella de Menorca,40.00354,3.84812,Entire home/apt,90,7,3,2019-08-27,0.14,1,365
26849105,Casita de campo menorquina,32436650,Miguel,,Es Castell,39.87357,4.28472,Entire home/apt,140,1,0,,,1,364
26871780,Villa Can Bella,201376175,Angela,,Ciutadella de Menorca,39.94188,3.96087,Entire home/apt,115,7,2,2019-08-25,0.09,3,286
26912443,Apto. Duplex en complejo Arenal d’ en Castell,197590840,Juan Carlos,,Es Mercadal,40.02376,4.17855,Entire home/apt,199,7,6,2019-08-23,0.29,1,128
26931866,Apto (18) 2 ROOM Complejo residencial en Binisafua,194715685,Zurbano 111,,Sant Lluís,39.83062,4.21281,Entire home/apt,84,4,10,2019-09-24,0.47,4,151
26946073,Apto (23)en complejo residencial en Binisafua,194715685,Zurbano 111,,Sant Lluís,39.82949,4.21411,Entire home/apt,81,4,10,2019-09-15,0.51,4,154
26972663,Precioso apartamento en  Arenal d'en Castell,202951776,Barbara,,Es Mercadal,40.02308,4.17804,Entire home/apt,65,5,8,2019-08-22,0.38,1,69
26979010,"Luxury villa w/pool, walking distance golf & beach",91598840,Alain,,Es Mercadal,40.02489,4.16522,Entire home/apt,815,2,0,,,1,217
26981053,Apartamento CALÓ BLANC 2,104743760,Mnk,,Sant Lluís,39.8308,4.21327,Entire home/apt,105,1,0,,,37,286
27043676,Villa with pool and amazing sea view Casa Mirablau,203481897,Erik,,Alaior,39.90629,4.07041,Entire home/apt,150,6,21,2019-11-03,0.98,1,298
27070430,Casa Joan,120095067,Juan,,Alaior,39.9305,4.09606,Entire home/apt,293,5,8,2019-10-29,0.38,1,261
27096394,Casa en primera linea en Binibeca Vell,203797926,Anabel,,Sant Lluís,39.82274,4.23111,Entire home/apt,275,4,8,2019-10-08,0.75,1,305
27162980,"Villa de's Ullastres ❤️ Free AC and WiFi, private pool",105711740,3Villas Menorca,,Sant Lluís,39.82045,4.24447,Entire home/apt,600,7,10,2019-11-01,0.52,97,259
27209637,Apartamento En Cala Morell,28619930,Joana,,Ciutadella de Menorca,40.04976,3.8855,Entire home/apt,117,2,22,2019-10-07,1.02,5,130
27223124,With pool and sea view - Villa Los Arcos,184599578,Bookiply,,Sant Lluís,39.81957,4.24007,Entire home/apt,180,1,1,2019-08-17,0.12,17,351
27223153,Cozy and family-friendly villa - Barranco,184599578,Bookiply,,Ferreries,39.97157,4.00166,Entire home/apt,209,1,0,,,17,0
27223182,With sea view and pool - Villa Catalina,184599578,Bookiply,,Alaior,39.90275,4.07551,Entire home/apt,56,1,0,,,17,358
27223561,"Catalunya Casas: Villa Crystal up to 8 guests, just 7km to the beach!",65726695,CatalunyaCasas,,Ciutadella de Menorca,40.00254,3.83917,Entire home/apt,145,7,0,,,15,0
27223564,"Catalunya Casas: Fantastic Villa Bini for 8 guests, just 7km to the beach!",65726695,CatalunyaCasas,,Alaior,39.97018,4.18601,Entire home/apt,168,7,0,,,15,123
27223604,"Catalunya Casas: Villa Bunia, just 10km to the beach!",65726695,CatalunyaCasas,,Alaior,39.93738,4.15624,Entire home/apt,203,7,0,,,15,108
27237127,Casa con Jacuzzi cerca de la playa y Ciutadella,129680653,Manuel,,Ciutadella de Menorca,39.96918,3.83562,Entire home/apt,60,3,12,2019-09-12,0.57,19,77
27242636,Apartamento En Ciutadella De Menorca,205185414,Yolanda,,Ciutadella de Menorca,40.00387,3.81199,Entire home/apt,130,3,4,2018-09-18,0.19,3,328
27261230,67 Feet Top Class Sailing Catamaran - Menorca,42861154,Eduardo,,Ciutadella de Menorca,39.99964,3.83283,Entire home/apt,2700,3,0,,,1,358
27287055,Casa Rustica Artrux cerca del faro el mar y playa,129680653,Manuel,,Ciutadella de Menorca,39.92513,3.82469,Entire home/apt,50,3,6,2019-10-30,0.28,19,141
27288348,Apartamento en casco antiguo con terraza y vistas,129680653,Manuel,,Ciutadella de Menorca,40.00218,3.83877,Entire home/apt,40,3,16,2019-09-28,0.75,19,184
27288684,"Casa reformada  Cap artrux cerca faro,mar y playa",129680653,Manuel,,Ciutadella de Menorca,39.92439,3.82586,Entire home/apt,50,3,10,2019-09-03,0.47,19,183
27298097,Beautiful Villa with Private Pool & Sea Views,20805285,Alberto,,Sant Lluís,39.83231,4.21533,Entire home/apt,260,7,8,2019-09-08,0.39,1,322
27302460,"Apartamento con piscina, playas y puerto deportivo",129680653,Manuel,,Ciutadella de Menorca,39.92817,3.8309,Entire home/apt,40,3,9,2019-09-11,0.44,19,170
27307197,Estel Blanc Only Adults - 1,56533003,Alba,,Ciutadella de Menorca,40.00213,3.79953,Entire home/apt,180,1,0,,,9,365
27307883,Estel Blanc Only Adults - 2,56533003,Alba,,Ciutadella de Menorca,40.00031,3.79976,Entire home/apt,180,1,1,2018-08-08,0.05,9,365
27308047,Estel Blanc Only Adults - 3,56533003,Alba,,Ciutadella de Menorca,40.00018,3.79989,Entire home/apt,180,1,1,2018-09-26,0.05,9,365
27308152,Estel Blanc Only Adults - 4,56533003,Alba,,Ciutadella de Menorca,40.00048,3.79917,Entire home/apt,180,1,1,2018-09-27,0.05,9,365
27311079,"25Apartamento con piscina, playas y puerto deporti",129680653,Manuel,,Ciutadella de Menorca,39.9273,3.84404,Entire home/apt,50,3,4,2019-07-30,0.38,19,184
27324609,Apartamento con balcón Adults Only (2 pax),55411282,Sandra,,Ciutadella de Menorca,40.00037,3.80109,Hotel room,170,1,19,2019-10-16,1.53,2,362
27327188,Apartamento cama de matrimonio Adults Only (2 pax),55411282,Sandra,,Ciutadella de Menorca,40.00182,3.7991,Hotel room,170,1,2,2019-07-14,0.11,2,362
27330983,"Casa con piscina,  puesta de sol y vistas al mar",129680653,Manuel,,Ciutadella de Menorca,39.92997,3.82319,Entire home/apt,60,3,4,2019-10-05,0.42,19,166
27332487,"Apartamento con piscina, playa y puerto deportivo",129680653,Manuel,,Ciutadella de Menorca,39.92806,3.84455,Entire home/apt,40,3,10,2019-10-02,0.50,19,183
27336359,Estel Blanc Adults Only - 11,56533003,Alba,,Ciutadella de Menorca,40.00227,3.79909,Entire home/apt,180,1,33,2019-10-14,1.57,9,363
27336451,Estel Blanc Adults Only - 12,56533003,Alba,,Ciutadella de Menorca,40.00183,3.79834,Entire home/apt,180,1,1,2019-05-30,0.09,9,365
27336714,Estel Blanc Adults Only - 15,56533003,Alba,,Ciutadella de Menorca,40.00219,3.79929,Entire home/apt,180,1,43,2020-03-08,2.11,9,344
27369501,"Apartamento con piscina, playa y puerto deportivo",129680653,Manuel,,Ciutadella de Menorca,39.92913,3.84075,Entire home/apt,40,3,8,2019-09-12,0.70,19,184
27370269,Villa con piscina cerca de la playa y Ciutadella,129680653,Manuel,,Ciutadella de Menorca,39.98409,3.83373,Entire home/apt,100,3,9,2019-09-10,0.81,19,184
27370519,Villa con piscina cerca de la playa y Ciutadella,129680653,Manuel,,Ciutadella de Menorca,39.98416,3.835,Entire home/apt,100,3,9,2019-07-11,0.43,19,180
